# time  ID  size  fromHost  toHost  TTL  isResponse
1922.6572 M935 1034011 dtn3_31 ADB9 140 N 
1924.3321 M936 1688284 dtn3_29 ADB9 140 N 
1929.0865 M937 2020666 dtn4_33 ADB9 140 N 
1930.5538 N11 1000000 ADB9 dtn6_38 140 N 
1930.9317 M938 1887920 dtn3_30 ADB9 140 N 
1933.0079 M939 2550132 dtn7_43 ADB9 140 N 
1933.6729 M940 1491761 dtn3_29 ADB9 140 N 
1935.0704 M941 1543036 dtn6_38 ADB9 140 N 
1936.8054 M942 1670494 dtn7_41 ADB9 140 N 
1937.7717 M943 2393656 dtn8_46 ADB9 140 N 
1938.2031 M944 1276774 dtn8_44 ADB9 140 N 
1939.9213 M945 1458487 dtn1_23 ADB9 140 N 
1940.1466 M946 2259581 dtn4_33 ADB9 140 N 
1944.4368 M947 2839815 dtn7_41 ADB9 140 N 
1946.7051 M948 1759869 dtn1_25 ADB9 140 N 
1949.0859 M949 2118963 dtn3_29 ADB9 140 N 
1949.8939 M950 2641016 dtn8_45 ADB9 140 N 
1954.3126 M951 1277967 dtn1_23 ADB9 140 N 
1961.5403 M952 2530146 dtn1_23 ADB9 140 N 
1962.6058 M953 2907619 dtn1_25 ADB9 140 N 
1962.7811 M954 2451140 dtn7_42 ADB9 140 N 
1964.6636 M955 2464744 dtn5_37 ADB9 140 N 
1965.8295 M956 2633958 dtn2_28 ADB9 140 N 
1971.1231 M957 1357390 dtn4_32 ADB9 140 N 
1974.2223 M958 1995547 dtn5_37 ADB9 140 N 
1977.3187 M959 1530259 dtn3_30 ADB9 140 N 
1978.8678 M960 2206803 dtn6_38 ADB9 140 N 
1989.3498 M961 2161565 dtn4_34 ADB9 140 N 
1990.0277 M962 1481195 dtn2_26 ADB9 140 N 
1991.7720 M963 1390871 dtn1_23 ADB9 140 N 
1994.8128 M964 1868321 dtn1_25 ADB9 140 N 
1996.3558 M965 2026316 dtn1_23 ADB9 140 N 
1997.2908 M966 2411350 dtn4_34 ADB9 140 N 
2000.3957 M967 2853184 dtn8_44 ADB9 140 N 
2002.1356 M968 2375887 dtn2_28 ADB9 140 N 
2004.8561 M969 2597624 dtn5_37 ADB9 140 N 
2005.5036 M970 1119835 dtn1_25 ADB9 140 N 
2010.6425 M971 2375165 dtn5_36 ADB9 140 N 
2010.6448 M972 1826133 dtn7_42 ADB9 140 N 
2011.9185 M973 1546185 dtn1_25 ADB9 140 N 
2014.1150 M974 1303707 dtn2_28 ADB9 140 N 
2014.5503 M975 1632349 dtn1_24 ADB9 140 N 
2015.1878 M976 2662589 dtn5_36 ADB9 140 N 
2018.3388 M977 1201284 dtn1_25 ADB9 140 N 
2021.1743 M978 1373758 dtn7_41 ADB9 140 N 
2021.6653 M979 1686959 dtn8_44 ADB9 140 N 
2022.4417 M980 1529817 dtn2_28 ADB9 140 N 
2024.0150 M981 2945720 dtn7_43 ADB9 140 N 
2024.1659 M982 2934907 dtn1_24 ADB9 140 N 
2024.2873 M983 2468284 dtn1_23 ADB9 140 N 
2024.7045 M984 2510359 dtn5_37 ADB9 140 N 
2024.9366 M985 2631947 dtn8_45 ADB9 140 N 
2025.1772 M986 2918847 dtn6_40 ADB9 140 N 
2026.6832 M987 2017962 dtn5_37 ADB9 140 N 
2030.1243 M988 1094009 dtn3_31 ADB9 140 N 
2032.2277 M989 2524072 dtn4_32 ADB9 140 N 
2033.3307 M990 1189358 dtn5_36 ADB9 140 N 
2034.6891 M991 1956215 dtn1_23 ADB9 140 N 
2035.3117 M992 2386730 dtn3_31 ADB9 140 N 
2037.1928 M993 2112336 dtn2_27 ADB9 140 N 
2037.6405 M994 1792718 dtn5_35 ADB9 140 N 
2041.8488 M995 2306839 dtn2_28 ADB9 140 N 
2042.4283 M996 2161586 dtn2_28 ADB9 140 N 
2043.9969 M997 1229954 dtn1_25 ADB9 140 N 
2044.1415 N12 1000000 ADB9 dtn3_30 140 N 
2044.6209 M998 2950922 dtn6_38 ADB9 140 N 
2048.5076 M999 1644852 dtn8_46 ADB9 140 N 
2049.8201 M1000 1594193 dtn5_37 ADB9 140 N 
2050.0516 M1001 1541456 dtn3_31 ADB9 140 N 
2050.6689 M1002 2678362 dtn2_28 ADB9 140 N 
2057.0218 N13 1000000 ADB9 dtn6_39 140 N 
2062.5421 N14 1000000 ADB9 dtn2_27 140 N 
